embedding,label,word
0.1716255396604538,1,olive
0.24341581761837006,1,orchid
0.07355770468711853,1,plum
0.1793605387210846,1,wheat
-0.017942437902092934,1,crimson
0.08967766165733337,1,azure
0.29439154267311096,1,chocolate
0.08289217948913574,1,vermillion
-0.2753068804740906,1,carmine
-0.2209605872631073,1,umber
-0.11938405781984329,1,cyan
0.844268798828125,1,navy
0.264184832572937,1,coral
0.35488101840019226,1,silver
-0.23287862539291382,1,cerulean
0.3846454322338104,1,gold
0.03329716995358467,1,viridian
-0.08816977590322495,1,khaki
0.07601161301136017,1,aqua
0.5486067533493042,1,tan
0.10475607216358185,1,tomato
0.06097232922911644,1,sienna
0.03651490435004234,1,lime
0.008899375796318054,1,teal
0.22253479063510895,1,auburn
0.013495713472366333,1,firebrick
-0.07842820882797241,1,ultramarine
0.2639698386192322,1,sepia
0.03263559937477112,1,bisque
0.042650625109672546,1,magenta
0.025042913854122162,1,lavender
0.17431649565696716,1,ivory
-0.12805010378360748,1,maroon
0.16337119042873383,1,gray
0.049801889806985855,1,white
0.1782238781452179,1,orange
0.10365079343318939,1,brown
0.0468110628426075,1,violet
0.13678663969039917,1,red
0.007762474939227104,1,purple
0.03722941875457764,1,blue
0.08591791987419128,1,black
-0.16098859906196594,0,U.S.
-0.037854619324207306,0,drying
0.11726878583431244,0,brush
0.20406295359134674,0,carry
0.14386731386184692,0,drainage
0.1677434891462326,0,Perestroika
0.041943494230508804,0,peel
0.1537582129240036,0,laptop
-0.1880989819765091,0,containment
0.12286123633384705,0,cow
0.1272892951965332,0,%
0.13499891757965088,0,traffic light
0.20591238141059875,0,moo
0.11698625981807709,0,hygiene
0.11158698797225952,0,who
0.04195167124271393,0,Containers
0.1845252960920334,0,including
0.133771151304245,0,descent
0.12534461915493011,0,mobility
0.018625367432832718,0,thrill
0.11655016243457794,0,backpack
-0.08051729202270508,0,flutter
-0.009704100899398327,0,bench
0.034051038324832916,0,bark
0.08189027011394501,0,sandwich
0.2055988311767578,0,chill
0.03378182649612427,0,toaster
0.09818559885025024,0,container
-0.1376434713602066,0,Securities
-0.0924653708934784,0,productivity
-0.02123105525970459,0,parking meter
0.13691334426403046,0,was
-0.1909184753894806,0,shipment
0.17637155950069427,0,hug
0.11352024972438812,0,paper
0.20499584078788757,0,crunch
-0.02185569517314434,0,suitcase
0.046391699463129044,0,shoe
0.06793420016765594,0,cutlery
-0.035113751888275146,0,softness
0.14684924483299255,0,banana
-0.0018621832132339478,0,microwave
0.011956015601754189,0,solitude
0.10081641376018524,0,soar
-0.1522551029920578,0,accessory
0.03827447444200516,0,oven
0.012524683028459549,0,Wa
0.08188672363758087,0,prices
0.17955324053764343,0,`
0.12119099497795105,0,loneliness
-0.09651147574186325,0,``
-0.07420291006565094,0,tennis racket
0.024672016501426697,0,sanitation
-0.019558798521757126,0,haul
0.11157692223787308,0,teddy bear
0.12640121579170227,0,stride
0.1645105481147766,0,rinse
0.10133577883243561,0,funds
-0.12796339392662048,0,Corp.
0.024620190262794495,0,baseball glove
0.19157664477825165,0,fire hydrant
-0.1703382283449173,0,broccoli
0.08667169511318207,0,poke
0.05637766793370247,0,elegance
-0.1387631595134735,0,umbrella
0.17106746137142181,0,consume
-0.04375872761011124,0,;
-0.008091860450804234,0,refrigerator
-0.0021841665729880333,0,Soviets
0.016053490340709686,0,scissors
0.17854025959968567,0,market
0.11158698797225952,0,Who
0.15315626561641693,0,lawyer
0.14868369698524475,0,etc.
0.14970733225345612,0,.
0.061112720519304276,0,scoop
0.025605354458093643,0,gathering
0.07069128751754761,0,fasten
0.10275205969810486,0,graze
-0.48287391662597656,0,...
0.05735377222299576,0,surfboard
0.06799282133579254,0,C$
-0.07165373861789703,0,trading
0.1006627082824707,0,couch
0.036698341369628906,0,skis
0.16057947278022766,0,remote
0.12114882469177246,0,excitement
